"ItemID","Stock Status","SKU","Date Updated"
"BANANA COMB","IN STOCK","8CBB2NN2-CXXXXX",11/18/2016
"BENNETT-12S28","IN STOCK","B3NN3TTX-C12S28",11/18/2016
"BENNETT-1B","IN STOCK","B3NN3TTX-C0001B",11/18/2016
"BENNETT-2","IN STOCK","B3NN3TTX-C00002",11/18/2016
"BENNETT-24BT18","IN STOCK","B3NN3TTX-C24B18",11/18/2016
"BENNETT-4","IN STOCK","B3NN3TTX-C00004",11/18/2016
"BENNETT-6","IN STOCK","B3NN3TTX-C00006",11/18/2016
"BENNETT-6/27","IN STOCK","B3NN3TTX-C00627",11/18/2016
"BENNETT-613/12BT","IN STOCK","B3NN3TTX-C61312",11/18/2016
"BENNETT-613BHL22","IN STOCK","B3NN3TTX-C61322",11/18/2016
"BENNETT-613T27","LOW","B3NN3TTX-C613T7",11/18/2016
"BENNETT-BAMBOO","IN STOCK","B3NN3TTX-C0BAMB",11/18/2016
"BENNETT-BLACK","IN STOCK","B3NN3TTX-CBLACK",11/18/2016
"BENNETT-BLUSH","IN STOCK","B3NN3TTX-CBLUSH",11/18/2016
"BENNETT-BUTTERSCOTCH","LOW","B3NN3TTX-CBSTCH",11/18/2016
"BENNETT-CARAMEL KISS","IN STOCK","B3NN3TTX-CCAKSS",11/18/2016
"BENNETT-CINNAMON","IN STOCK","B3NN3TTX-CCNAMN",11/18/2016
"BENNETT-COCONUT CREA","IN STOCK","B3NN3TTX-CCCREM",11/18/2016
"BENNETT-COGNAC","IN STOCK","B3NN3TTX-CCGNAC",11/18/2016
"BENNETT-DARK AUBURN","IN STOCK","B3NN3TTX-CDKAUB",11/18/2016
"BENNETT-DARKEST BROW","IN STOCK","B3NN3TTX-CDKSBN",11/18/2016
"BENNETT-GINGER BROWN","IN STOCK","B3NN3TTX-CGGBRN",11/18/2016
"BENNETT-GOLD MIST","IN STOCK","B3NN3TTX-CGDMST",11/18/2016
"BENNETT-HOT COCOA","IN STOCK","B3NN3TTX-CHTCCA",11/18/2016
"BENNETT-ICED CHAMPAG","IN STOCK","B3NN3TTX-CCDHMP",11/18/2016
"BENNETT-KAHLUA","LOW","B3NN3TTX-CKAHLA",11/18/2016
"BENNETT-MALIBU BLOND","IN STOCK","B3NN3TTX-CMBLND",11/18/2016
"BENNETT-MED. BROWN","IN STOCK","B3NN3TTX-CMDBRN",11/18/2016
"BENNETT-MERINGUE","IN STOCK","B3NN3TTX-CMERNG",11/18/2016
"BENNETT-ROSEWOOD","IN STOCK","B3NN3TTX-C0RSWD",11/18/2016
"BENNETT-ROUGE","IN STOCK","B3NN3TTX-C0RUGE",11/18/2016
"BENNETT-RTD BAMBOO","LOW","B3NN3TTX-CRBAMB",11/18/2016
"BENNETT-RTD BLONDE","OUT","B3NN3TTX-CRBLND",11/18/2016
"BENNETT-RTD HOT COCO","IN STOCK","B3NN3TTX-CRHCCA",11/18/2016
"BENNETT-RTD MALIBU","IN STOCK","B3NN3TTX-CRMALB",11/18/2016
"BENNETT-RTD PLATINUM","IN STOCK","B3NN3TTX-CRPLAT",11/18/2016
"BENNETT-RTD SAND STN","OUT","B3NN3TTX-CRSNST",11/18/2016
"BENNETT-SANGRIA","IN STOCK","B3NN3TTX-CSNGRA",11/18/2016
"BENNETT-SILVERSTONE","IN STOCK","B3NN3TTX-CSVRSN",11/18/2016
"BENNETT-STRAWBERRY F","IN STOCK","B3NN3TTX-CSFRST",11/18/2016
"BENNETT-SUNSET RED","IN STOCK","B3NN3TTX-CSNRED",11/18/2016
"BENNETT-T PLATINUM","IN STOCK","B3NN3TTX-CTPLAT",11/18/2016
"BENNETT-WARMTH","IN STOCK","B3NN3TTX-CWRMTH",11/18/2016
"BENNETT-WINEBERRY","IN STOCK","B3NN3TTX-CWNBRY",11/18/2016
"BERRY-27T33B","LOW","B3RRYXXX-C2733B",11/18/2016
"BEV HILLS-10","LOW","B3V3R1YH-C00010",11/18/2016
"BEV HILLS-12HL6","IN STOCK","B3V3R1YH-C12HL6",11/18/2016
"BEV HILLS-14","IN STOCK","B3V3R1YH-C00014",11/18/2016
"BEV HILLS-14HL8","IN STOCK","B3V3R1YH-C14HL8",11/18/2016
"BEV HILLS-16/22","IN STOCK","B3V3R1YH-C01622",11/18/2016
"BEV HILLS-16HL10","IN STOCK","B3V3R1YH-C16H10",11/18/2016
"BEV HILLS-18","IN STOCK","B3V3R1YH-C00018",11/18/2016
"BEV HILLS-18/22","OUT","B3V3R1YH-C01822",11/18/2016
"BEV HILLS-1B","IN STOCK","B3V3R1YH-C0001B",11/18/2016
"BEV HILLS-2","IN STOCK","B3V3R1YH-C00002",11/18/2016
"BEV HILLS-22","IN STOCK","B3V3R1YH-C00022",11/18/2016
"BEV HILLS-24B","IN STOCK","B3V3R1YH-C0024B",11/18/2016
"BEV HILLS-24BT18","IN STOCK","B3V3R1YH-C24B18",11/18/2016
"BEV HILLS-30","IN STOCK","B3V3R1YH-C00030",11/18/2016
"BEV HILLS-33","IN STOCK","B3V3R1YH-C00033",11/18/2016
"BEV HILLS-4","IN STOCK","B3V3R1YH-C00004",11/18/2016
"BEV HILLS-6","IN STOCK","B3V3R1YH-C00006",11/18/2016
"BEV HILLS-60","IN STOCK","B3V3R1YH-C00060",11/18/2016
"BEV HILLS-613","IN STOCK","B3V3R1YH-C00613",11/18/2016
"BEV HILLS-8","IN STOCK","B3V3R1YH-C00008",11/18/2016
"BEV HILLS-8/22","IN STOCK","B3V3R1YH-C00822",11/18/2016
"BIJOU-12","IN STOCK","B5J67XXX-C00012",11/18/2016
"BIJOU-12HL6","IN STOCK","B5J67XXX-C12HL6",11/18/2016
"BIJOU-12S28","IN STOCK","B5J67XXX-C12S28",11/18/2016
"BIJOU-1B","IN STOCK","B5J67XXX-C0001B",11/18/2016
"BIJOU-2","IN STOCK","B5J67XXX-C00002",11/18/2016
"BIJOU-24BT18","IN STOCK","B5J67XXX-C24B18",11/18/2016
"BIJOU-38S60B","IN STOCK","B5J67XXX-C3860B",11/18/2016
"BIJOU-4","IN STOCK","B5J67XXX-C00004",11/18/2016
"BIJOU-44S60","IN STOCK","B5J67XXX-C44S60",11/18/2016
"BIJOU-48S60","IN STOCK","B5J67XXX-C48S60",11/18/2016
"BIJOU-6","IN STOCK","B5J67XXX-C00006",11/18/2016
"BIJOU-60","IN STOCK","B5J67XXX-C00060",11/18/2016
"BIJOU-613/12BT","IN STOCK","B5J67XXX-C61312",11/18/2016
"BIJOU-613BHL22","IN STOCK","B5J67XXX-C61322",11/18/2016
"BIJOU-6S130","IN STOCK","B5J67XXX-C6S130",11/18/2016
"BIJOU-BAMBOO","IN STOCK","B5J67XXX-C0BAMB",11/18/2016
"BIJOU-BLUSH","LOW","B5J67XXX-CBLUSH",11/18/2016
"BIJOU-CARAMEL KISS","IN STOCK","B5J67XXX-CCAKSS",11/18/2016
"BIJOU-COCONUT CREAM","IN STOCK","B5J67XXX-CCCREM",11/18/2016
"BIJOU-COGNAC","IN STOCK","B5J67XXX-CCGNAC",11/18/2016
"BIJOU-CREME BRULEE","IN STOCK","B5J67XXX-CCBRLE",11/18/2016
"BIJOU-DARK AUBURN","IN STOCK","B5J67XXX-CDKAUB",11/18/2016
"BIJOU-GINGER BROWN","IN STOCK","B5J67XXX-CGGBRN",11/18/2016
"BIJOU-HOT COCOA","IN STOCK","B5J67XXX-CHTCCA",11/18/2016
"BIJOU-KAHLUA","IN STOCK","B5J67XXX-CKAHLA",11/18/2016
"BIJOU-MALIBU BLONDE","IN STOCK","B5J67XXX-CMBLND",11/18/2016
"BIJOU-MED BROWN","IN STOCK","B5J67XXX-CMDBRN",11/18/2016
"BIJOU-MINX","IN STOCK","B5J67XXX-C00MNX",11/18/2016
"BIJOU-PUMPKIN SPICE","IN STOCK","B5J67XXX-CPSPCE",11/18/2016
"BIJOU-RTD BLONDE","IN STOCK","B5J67XXX-CRBLND",11/18/2016
"BIJOU-RTD CHAMPAGNE","IN STOCK","B5J67XXX-CRCHPN",11/18/2016
"BIJOU-RTD MALIBU","IN STOCK","B5J67XXX-CRMALB",11/18/2016
"BIJOU-RTD PLATINUM","IN STOCK","B5J67XXX-CRPLAT",11/18/2016
"BIJOU-RTD VANILLA","IN STOCK","B5J67XXX-CRVANL",11/18/2016
"BIJOU-RUSSETT","IN STOCK","B5J67XXX-C0RSST",11/18/2016
"BIJOU-SAFARI","IN STOCK","B5J67XXX-CSAFAR",11/18/2016
"BIJOU-SANGRIA","IN STOCK","B5J67XXX-CSNGRA",11/18/2016
"BIJOU-SILVERSTONE","IN STOCK","B5J67XXX-CSVRSN",11/18/2016
"BIJOU-STRWBRRY FROST","LOW","B5J67XXX-CSFRST",11/18/2016
"BIJOU-SUNSET RED","IN STOCK","B5J67XXX-CSNRED",11/18/2016
"BIJOU-T PLATINUM","IN STOCK","B5J67XXX-CTPLAT",11/18/2016
"BIJOU-WARMTH","IN STOCK","B5J67XXX-CWRMTH",11/18/2016
"BIJOU-WINEBERRY","IN STOCK","B5J67XXX-CWNBRY",11/18/2016
"BLAKE-16","LOW","B12K3XXX-C00016",11/18/2016
"BLEND 18-1","IN STOCK","B13ND18X-C00001",11/18/2016
"BLEND 18-12HL6","IN STOCK","B13ND18X-C12HL6",11/18/2016
"BLEND 18-12S28","IN STOCK","B13ND18X-C12S28",11/18/2016
"BLEND 18-1B","IN STOCK","B13ND18X-C0001B",11/18/2016
"BLEND 18-2","IN STOCK","B13ND18X-C00002",11/18/2016
"BLEND 18-24BT18","IN STOCK","B13ND18X-C24B18",11/18/2016
"BLEND 18-26T12","IN STOCK","B13ND18X-C26T12",11/18/2016
"BLEND 18-27S26","LOW","B13ND18X-C27S26",11/18/2016
"BLEND 18-4","IN STOCK","B13ND18X-C00004",11/18/2016
"BLEND 18-6","IN STOCK","B13ND18X-C00006",11/18/2016
"BLEND 18-6/27","IN STOCK","B13ND18X-C00627",11/18/2016
"BLEND 18-60","IN STOCK","B13ND18X-C00060",11/18/2016
"BLEND 18-613/12BT","LOW","B13ND18X-C61312",11/18/2016
"BLEND 18-613BHL22","IN STOCK","B13ND18X-C61322",11/18/2016
"BLEND 18-613HL24B","IN STOCK","B13ND18X-C61324",11/18/2016
"BLEND 18-BAMBOO","IN STOCK","B13ND18X-C0BAMB",11/18/2016
"BLEND 18-BROWN","IN STOCK","B13ND18X-C0BRWN",11/18/2016
"BLEND 18-CARAMEL KSS","IN STOCK","B13ND18X-CCAKSS",11/18/2016
"BLEND 18-CINNAMON","IN STOCK","B13ND18X-CCNAMN",11/18/2016
"BLEND 18-COCONUT CRM","IN STOCK","B13ND18X-CCCREM",11/18/2016
"BLEND 18-DARK AUBURN","IN STOCK","B13ND18X-CDKAUB",11/18/2016
"BLEND 18-GINGER BRWN","IN STOCK","B13ND18X-CGGBRN",11/18/2016
"BLEND 18-HOT COCOA","IN STOCK","B13ND18X-CHTCCA",11/18/2016
"BLEND 18-ICED CHAPGN","IN STOCK","B13ND18X-CCDHMP",11/18/2016
"BLEND 18-KAHLUA","IN STOCK","B13ND18X-CKAHLA",11/18/2016
"BLEND 18-MALIBU BLND","IN STOCK","B13ND18X-CMBLND",11/18/2016
"BLEND 18-MINX","LOW","B13ND18X-C00MNX",11/18/2016
"BLEND 18-RTD BLONDE","IN STOCK","B13ND18X-CRBLND",11/18/2016
"BLEND 18-RTD MALIBU","IN STOCK","B13ND18X-CRMALB",11/18/2016
"BLEND 18-SILVERSTONE","IN STOCK","B13ND18X-CSVRSN",11/18/2016
"BLEND 18-SUNSET RED","IN STOCK","B13ND18X-CSNRED",11/18/2016
"BLEND 18-T PLATINUM","IN STOCK","B13ND18X-CTPLAT",11/18/2016
"BLEND 18-WARMTH","IN STOCK","B13ND18X-CWRMTH",11/18/2016
"BLEND 18-WINEBERRY","IN STOCK","B13ND18X-CWNBRY",11/18/2016
"BLOSSOM-101","LOW","B16SS6MX-C00101",11/18/2016
"BLOSSOM-16/10","IN STOCK","B16SS6MX-C16H10",11/18/2016
"BLOSSOM-18","IN STOCK","B16SS6MX-C00018",11/18/2016
"BRAXTON-12S28","IN STOCK","BR2XT6NX-C12S28",11/18/2016
"BRAXTON-1B","IN STOCK","BR2XT6NX-C0001B",11/18/2016
"BRAXTON-2","IN STOCK","BR2XT6NX-C00002",11/18/2016
"BRAXTON-24BT18","IN STOCK","BR2XT6NX-C24B18",11/18/2016
"BRAXTON-2832","IN STOCK","BR2XT6NX-C02832",11/18/2016
"BRAXTON-38S60B","IN STOCK","BR2XT6NX-C3860B",11/18/2016
"BRAXTON-39","IN STOCK","BR2XT6NX-C00039",11/18/2016
"BRAXTON-4","IN STOCK","BR2XT6NX-C00004",11/18/2016
"BRAXTON-44S60","IN STOCK","BR2XT6NX-C44S60",11/18/2016
"BRAXTON-48S60","IN STOCK","BR2XT6NX-C48S60",11/18/2016
"BRAXTON-6","IN STOCK","BR2XT6NX-C00006",11/18/2016
"BRAXTON-60","IN STOCK","BR2XT6NX-C00060",11/18/2016
"BRAXTON-613/12BT","IN STOCK","BR2XT6NX-C61312",11/18/2016
"BRAXTON-613HL24B","IN STOCK","BR2XT6NX-C61324",11/18/2016
"BRAXTON-CARAMEL KISS","IN STOCK","BR2XT6NX-CCAKSS",11/18/2016
"BRAXTON-COCONUT CRM","IN STOCK","BR2XT6NX-CCCREM",11/18/2016
"BRAXTON-COGNAC","IN STOCK","BR2XT6NX-CCGNAC",11/18/2016
"BRAXTON-DARK AUBURN","IN STOCK","BR2XT6NX-CDKAUB",11/18/2016
"BRAXTON-GINGER BROWN","IN STOCK","BR2XT6NX-CGGBRN",11/18/2016
"BRAXTON-HOT COCOA","IN STOCK","BR2XT6NX-CHTCCA",11/18/2016
"BRAXTON-ICED CHMPGNE","IN STOCK","BR2XT6NX-CCDHMP",11/18/2016
"BRAXTON-KAHLUA","IN STOCK","BR2XT6NX-CKAHLA",11/18/2016
"BRAXTON-MALIBU BLOND","IN STOCK","BR2XT6NX-CMBLND",11/18/2016
"BRAXTON-MINX","IN STOCK","BR2XT6NX-C00MNX",11/18/2016
"BRAXTON-PEARL MIST","IN STOCK","BR2XT6NX-CPLMST",11/18/2016
"BRAXTON-PLUM","IN STOCK","BR2XT6NX-C0PLUM",11/18/2016
"BRAXTON-RTD ICING","IN STOCK","BR2XT6NX-CR0CNG",11/18/2016
"BRAXTON-RTD MALIBU","IN STOCK","BR2XT6NX-CRMALB",11/18/2016
"BRAXTON-SAFARI","IN STOCK","BR2XT6NX-CSAFAR",11/18/2016
"BRAXTON-SAND STONE","IN STOCK","BR2XT6NX-CSDSTN",11/18/2016
"BRAXTON-SANGRIA","IN STOCK","BR2XT6NX-CSNGRA",11/18/2016
"BRAXTON-SILVERSTONE","IN STOCK","BR2XT6NX-CSVRSN",11/18/2016
"BRAXTON-STRWBRRY FRS","IN STOCK","BR2XT6NX-CSFRST",11/18/2016
"BRAXTON-SUNSET RED","IN STOCK","BR2XT6NX-CSNRED",11/18/2016
"BRAXTON-T PLATINUM","LOW","BR2XT6NX-CTPLAT",11/18/2016
"BRAXTON-WARMTH","IN STOCK","BR2XT6NX-CWRMTH",11/18/2016
"BRAXTON-WINEBERRY","IN STOCK","BR2XT6NX-CWNBRY",11/18/2016
"BRITT-1","IN STOCK","BR5TTXXX-C00001",11/18/2016
"BRITT-12HL6","IN STOCK","BR5TTXXX-C12HL6",11/18/2016
"BRITT-12S28","IN STOCK","BR5TTXXX-C12S28",11/18/2016
"BRITT-1B","IN STOCK","BR5TTXXX-C0001B",11/18/2016
"BRITT-2","IN STOCK","BR5TTXXX-C00002",11/18/2016
"BRITT-24BT18","IN STOCK","BR5TTXXX-C24B18",11/18/2016
"BRITT-4","IN STOCK","BR5TTXXX-C00004",11/18/2016
"BRITT-6","IN STOCK","BR5TTXXX-C00006",11/18/2016
"BRITT-6/28","IN STOCK","BR5TTXXX-C00628",11/18/2016
"BRITT-613/12BT","IN STOCK","BR5TTXXX-C61312",11/18/2016
"BRITT-613BHL22","IN STOCK","BR5TTXXX-C61322",11/18/2016
"BRITT-613T27","IN STOCK","BR5TTXXX-C613T7",11/18/2016
"BRITT-BAMBOO","IN STOCK","BR5TTXXX-C0BAMB",11/18/2016
"BRITT-BLUE 2","IN STOCK","BR5TTXXX-CBLUE2",11/18/2016
"BRITT-BLUSH","LOW","BR5TTXXX-CBLUSH",11/18/2016
"BRITT-BUTTERSCOTCH","IN STOCK","BR5TTXXX-CBSTCH",11/18/2016
"BRITT-CARAMEL KISS","IN STOCK","BR5TTXXX-CCAKSS",11/18/2016
"BRITT-CINNAMON","IN STOCK","BR5TTXXX-CCNAMN",11/18/2016
"BRITT-COCONUT CREAM","IN STOCK","BR5TTXXX-CCCREM",11/18/2016
"BRITT-DARK AUBURN","IN STOCK","BR5TTXXX-CDKAUB",11/18/2016
"BRITT-GINGER BROWN","IN STOCK","BR5TTXXX-CGGBRN",11/18/2016
"BRITT-HOT COCOA","IN STOCK","BR5TTXXX-CHTCCA",11/18/2016
"BRITT-ICED CHAMPAGNE","IN STOCK","BR5TTXXX-CCDHMP",11/18/2016
"BRITT-KAHLUA","IN STOCK","BR5TTXXX-CKAHLA",11/18/2016
"BRITT-LILAC MERINGUE","IN STOCK","BR5TTXXX-CLICMR",11/18/2016
"BRITT-MALIBU BLONDE","IN STOCK","BR5TTXXX-CMBLND",11/18/2016
"BRITT-MERINGUE","IN STOCK","BR5TTXXX-CMERNG",11/18/2016
"BRITT-PINK MERINGUE","IN STOCK","BR5TTXXX-CPNKMR",11/18/2016
"BRITT-SILVERSTONE","IN STOCK","BR5TTXXX-CSVRSN",11/18/2016
"BRITT-STRAWBERRY FST","IN STOCK","BR5TTXXX-CSFRST",11/18/2016
"BRITT-SUNSET RED","IN STOCK","BR5TTXXX-CSNRED",11/18/2016
"BRITT-T PLATINUM","IN STOCK","BR5TTXXX-CTPLAT",11/18/2016
"BRITT-WINEBERRY","IN STOCK","BR5TTXXX-CWNBRY",11/18/2016
"BRUSH-BANANA","IN STOCK","8BSBNN2X-CXXXXX",11/18/2016
"BRUSH-PICK BRUSH","IN STOCK","8BSP5CKX-CXXBLK",11/18/2016
"BRUSH-PURSE","IN STOCK","8BSP7RSX-CXXXXX",11/18/2016
"BUTTERFLY CLIP-2 SNG","IN STOCK","XB7TT3RF-S5XXX2",11/18/2016
"BUTTERFLY CLIP-3 SNG","IN STOCK","XB7TT3RF-S5XXX3",11/18/2016
"BUTTERFLY CLIP-4 SNG","IN STOCK","XB7TT3RF-S5XXX4",11/18/2016
"CALI-12HL6","IN STOCK","C215XXXX-C12HL6",11/18/2016
"CALI-12S28","IN STOCK","C215XXXX-C12S28",11/18/2016
"CALI-14HL8","IN STOCK","C215XXXX-C14HL8",11/18/2016
"CALI-16HL10","IN STOCK","C215XXXX-C16H10",11/18/2016
"CALI-1B","IN STOCK","C215XXXX-C0001B",11/18/2016
"CALI-2","IN STOCK","C215XXXX-C00002",11/18/2016
"CALI-24BT18","IN STOCK","C215XXXX-C24B18",11/18/2016
"CALI-26T12","IN STOCK","C215XXXX-C26T12",11/18/2016
"CALI-27S26","IN STOCK","C215XXXX-C27S26",11/18/2016
"CALI-32S29","IN STOCK","C215XXXX-C32S29",11/18/2016
"CALI-4","IN STOCK","C215XXXX-C00004",11/18/2016
"CALI-4S130","IN STOCK","C215XXXX-C4S130",11/18/2016
"CALI-6","IN STOCK","C215XXXX-C00006",11/18/2016
"CALI-6/28","IN STOCK","C215XXXX-C00628",11/18/2016
"CALI-6/33","IN STOCK","C215XXXX-C00633",11/18/2016
"CALI-613/12BT","IN STOCK","C215XXXX-C61312",11/18/2016
"CALI-613BHL22","IN STOCK","C215XXXX-C61322",11/18/2016
"CALI-613T27","IN STOCK","C215XXXX-C613T7",11/18/2016
"CALI-6S130","LOW","C215XXXX-C6S130",11/18/2016
"CALI-BLUSH","IN STOCK","C215XXXX-CBLUSH",11/18/2016
"CALI-CARAMEL KISS","IN STOCK","C215XXXX-CCAKSS",11/18/2016
"CALI-CINNAMON","LOW","C215XXXX-CCNAMN",11/18/2016
"CALI-COCONUT CREAM","IN STOCK","C215XXXX-CCCREM",11/18/2016
"CALI-GINGER BROWN","IN STOCK","C215XXXX-CGGBRN",11/18/2016
"CALI-HOT COCOA","IN STOCK","C215XXXX-CHTCCA",11/18/2016
"CALI-ICED CHAMPAGNE","IN STOCK","C215XXXX-CCDHMP",11/18/2016
"CALI-KAHLUA","IN STOCK","C215XXXX-CKAHLA",11/18/2016
"CALI-MALIBU BLONDE","IN STOCK","C215XXXX-CMBLND",11/18/2016
"CALI-MED BROWN","IN STOCK","C215XXXX-CMDBRN",11/18/2016
"CALI-MERINGUE","IN STOCK","C215XXXX-CMERNG",11/18/2016
"CALI-MINX","IN STOCK","C215XXXX-C00MNX",11/18/2016
"CALI-PLUM","IN STOCK","C215XXXX-C0PLUM",11/18/2016
"CALI-PUMPKIN SPICE","IN STOCK","C215XXXX-CPSPCE",11/18/2016
"CALI-RTD BLONDE","IN STOCK","C215XXXX-CRBLND",11/18/2016
"CALI-RTD FIRE","IN STOCK","C215XXXX-CR0FRE",11/18/2016
"CALI-RTD FROST","IN STOCK","C215XXXX-CRFRST",11/18/2016
"CALI-RTD GOLD","IN STOCK","C215XXXX-CR0GLD",11/18/2016
"CALI-RTD ICING","IN STOCK","C215XXXX-CR0CNG",11/18/2016
"CALI-RTD MALIBU","IN STOCK","C215XXXX-CRMALB",11/18/2016
"CALI-RTD PLATINUM","IN STOCK","C215XXXX-CRPLAT",11/18/2016
"CALI-RTD ROUGE","IN STOCK","C215XXXX-CRRUGE",11/18/2016
"CALI-RTD SAND STONE","IN STOCK","C215XXXX-CRSNST",11/18/2016
"CALI-RTD VANILLA","IN STOCK","C215XXXX-CRVANL",11/18/2016
"CALI-SAFARI","IN STOCK","C215XXXX-CSAFAR",11/18/2016
"CALI-SILVERSTONE","IN STOCK","C215XXXX-CSVRSN",11/18/2016
"CALI-STRAWBERRY FRST","IN STOCK","C215XXXX-CSFRST",11/18/2016
"CALI-SUNSET RED","IN STOCK","C215XXXX-CSNRED",11/18/2016
"CALI-T PLATINUM","IN STOCK","C215XXXX-CTPLAT",11/18/2016
"CALI-WARMTH","IN STOCK","C2L5XXXX-CWRMTH",11/18/2016
"CALI-WINEBERRY","IN STOCK","C2L5XXXX-CWNBRY",11/18/2016
"CAPRICE-101","LOW","C2PR5C3X-C00101",11/18/2016
"CAPRICE-130","LOW","C2PR5C3X-C00130",11/18/2016
"CAPRICE-18","IN STOCK","C2PR5C3X-C00018",11/18/2016
"CAPRICE-18/22","IN STOCK","C2PR5C3X-C01822",11/18/2016
"CAPRICE-27","IN STOCK","C2PR5C3X-C00027",11/18/2016
"CAPRICE-30","IN STOCK","C2PR5C3X-C00030",11/18/2016
"CASQUETTE-1","IN STOCK","C2SQ73TT-C00001",11/18/2016
"CASQUETTE-10","IN STOCK","C2SQ73TT-C00010",11/18/2016
"CASQUETTE-101","IN STOCK","C2SQ73TT-C00101",11/18/2016
"CASQUETTE-102","IN STOCK","C2SQ73TT-C00102",11/18/2016
"CASQUETTE-12","IN STOCK","C2SQ73TT-C00012",11/18/2016
"CASQUETTE-12HL6","IN STOCK","C2SQ73TT-C12HL6",11/18/2016
"CASQUETTE-14","IN STOCK","C2SQ73TT-C00014",11/18/2016
"CASQUETTE-14/24","IN STOCK","C2SQ73TT-C01424",11/18/2016
"CASQUETTE-14HL8","IN STOCK","C2SQ73TT-C14HL8",11/18/2016
"CASQUETTE-16","LOW","C2SQ73TT-C00016",11/18/2016
"CASQUETTE-16/22","IN STOCK","C2SQ73TT-C01622",11/18/2016
"CASQUETTE-16HL10","IN STOCK","C2SQ73TT-C16H10",11/18/2016
"CASQUETTE-16HL8","IN STOCK","C2SQ73TT-C16HL8",11/18/2016
"CASQUETTE-17/101","IN STOCK","C2SQ73TT-C17101",11/18/2016
"CASQUETTE-18","IN STOCK","C2SQ73TT-C00018",11/18/2016
"CASQUETTE-18/22","IN STOCK","C2SQ73TT-C01822",11/18/2016
"CASQUETTE-1B","IN STOCK","C2SQ73TT-C0001B",11/18/2016
"CASQUETTE-2","IN STOCK","C2SQ73TT-C00002",11/18/2016
"CASQUETTE-20","IN STOCK","C2SQ73TT-C00020",11/18/2016
"CASQUETTE-22","IN STOCK","C2SQ73TT-C00022",11/18/2016
"CASQUETTE-24","IN STOCK","C2SQ73TT-C00024",11/18/2016
"CASQUETTE-24B","IN STOCK","C2SQ73TT-C0024B",11/18/2016
"CASQUETTE-24BT18","IN STOCK","C2SQ73TT-C24B18",11/18/2016
"CASQUETTE-26","IN STOCK","C2SQ73TT-C00026",11/18/2016
"CASQUETTE-26T8","IN STOCK","C2SQ73TT-C026T8",11/18/2016
"CASQUETTE-27","IN STOCK","C2SQ73TT-C00027",11/18/2016
"CASQUETTE-28","IN STOCK","C2SQ73TT-C00028",11/18/2016
"CASQUETTE-30","IN STOCK","C2SQ73TT-C00030",11/18/2016
"CASQUETTE-33","IN STOCK","C2SQ73TT-C00033",11/18/2016
"CASQUETTE-34","IN STOCK","C2SQ73TT-C00034",11/18/2016
"CASQUETTE-36","IN STOCK","C2SQ73TT-C00036",11/18/2016
"CASQUETTE-38","IN STOCK","C2SQ73TT-C00038",11/18/2016
"CASQUETTE-38S60B","IN STOCK","C2SQ73TT-C3860B",11/18/2016
"CASQUETTE-39","IN STOCK","C2SQ73TT-C00039",11/18/2016
"CASQUETTE-4","IN STOCK","C2SQ73TT-C00004",11/18/2016
"CASQUETTE-44","LOW","C2SQ73TT-C00044",11/18/2016
"CASQUETTE-44S60","IN STOCK","C2SQ73TT-C44S60",11/18/2016
"CASQUETTE-48","IN STOCK","C2SQ73TT-C00048",11/18/2016
"CASQUETTE-48S60","IN STOCK","C2SQ73TT-C48S60",11/18/2016
"CASQUETTE-51","IN STOCK","C2SQ73TT-C00051",11/18/2016
"CASQUETTE-56","IN STOCK","C2SQ73TT-C00056",11/18/2016
"CASQUETTE-56/51","IN STOCK","C2SQ73TT-C05651",11/18/2016
"CASQUETTE-59","IN STOCK","C2SQ73TT-C00059",11/18/2016
"CASQUETTE-6","IN STOCK","C2SQ73TT-C00006",11/18/2016
"CASQUETTE-60","IN STOCK","C2SQ73TT-C00060",11/18/2016
"CASQUETTE-613","IN STOCK","C2SQ73TT-C00613",11/18/2016
"CASQUETTE-613HL24B","IN STOCK","C2SQ73TT-C61324",11/18/2016
"CASQUETTE-613HL27","IN STOCK","C2SQ73TT-C613H7",11/18/2016
"CASQUETTE-613T27","IN STOCK","C2SQ73TT-C613T7",11/18/2016
"CASQUETTE-8","IN STOCK","C2SQ73TT-C00008",11/18/2016
"CASQUETTE-BLUSH","LOW","C2SQ73TT-CBLUSH",11/18/2016
"CASQUETTE-CARAMEL KI","IN STOCK","C2SQ73TT-CCAKSS",11/18/2016
"CASQUETTE-COCNUT CRM","IN STOCK","C2SQ73TT-CCCREM",11/18/2016
"CASQUETTE-GINGER BRO","IN STOCK","C2SQ73TT-CGGBRN",11/18/2016
"CASQUETTE-MALIBU BLD","IN STOCK","C2SQ73TT-CMBLND",11/18/2016
"CASQUETTE-MINX","IN STOCK","C2SQ73TT-C00MNX",11/18/2016
"CASQUETTE-SILVERSTNE","IN STOCK","C2SQ73TT-CSVRSN",11/18/2016
"CASSIE-101","IN STOCK","C2SS53XX-C00101",11/18/2016
"CASSIE-12","IN STOCK","C2SS53XX-C00012",11/18/2016
"CASSIE-130","IN STOCK","C2SS53XX-C00130",11/18/2016
"CASSIE-14","LOW","C2SS53XX-C00014",11/18/2016
"CASSIE-14/24","IN STOCK","C2SS53XX-C01424",11/18/2016
"CASSIE-16","IN STOCK","C2SS53XX-C00016",11/18/2016
