"ItemID","Stock Status","SKU","Date Updated"
"LACEY-BLUSH","IN STOCK","12C3YXXX-CBLUSH",11/18/2016
"LACEY-CARAMEL KISS","IN STOCK","12C3YXXX-CCAKSS",11/18/2016
"LACEY-COCONUT CREAM","IN STOCK","12C3YXXX-CCCREM",11/18/2016
"LACEY-COGNAC","IN STOCK","12C3YXXX-CCGNAC",11/18/2016
"LACEY-DARK AUBURN","IN STOCK","12C3YXXX-CDKAUB",11/18/2016
"LACEY-GINGER BROWN","IN STOCK","12C3YXXX-CGGBRN",11/18/2016
"LACEY-GOLD MIST","IN STOCK","12C3YXXX-CGDMST",11/18/2016
"LACEY-HOT COCOA","IN STOCK","12C3YXXX-CHTCCA",11/18/2016
"LACEY-ICED CHAMPAGNE","IN STOCK","12C3YXXX-CCDHMP",11/18/2016
"LACEY-KAHLUA","LOW","12C3YXXX-CKAHLA",11/18/2016
"LACEY-MALIBU BLONDE","IN STOCK","12C3YXXX-CMBLND",11/18/2016
"LACEY-MERINGUE","IN STOCK","12C3YXXX-CMERNG",11/18/2016
"LACEY-MINX","LOW","12C3YXXX-C00MNX",11/18/2016
"LACEY-PEARL MIST","IN STOCK","12C3YXXX-CPLMST",11/18/2016
"LACEY-RTD FROST","IN STOCK","12C3YXXX-CRFRST",11/18/2016
"LACEY-RTD GOLD","IN STOCK","12C3YXXX-CR0GLD",11/18/2016
"LACEY-RTD MALIBU","IN STOCK","12C3YXXX-CRMALB",11/18/2016
"LACEY-RTD PLATINUM","IN STOCK","12C3YXXX-CRPLAT",11/18/2016
"LACEY-RTD ROUGE","IN STOCK","12C3YXXX-CRRUGE",11/18/2016
"LACEY-RTD SAND STONE","OUT","12C3YXXX-CRSNST",11/18/2016
"LACEY-RTD VANILLA","LOW","12C3YXXX-CRVANL",11/18/2016
"LACEY-SAFARI","IN STOCK","12C3YXXX-CSAFAR",11/18/2016
"LACEY-SAND STONE","IN STOCK","12C3YXXX-CSDSTN",11/18/2016
"LACEY-SILVERSTONE","IN STOCK","12C3YXXX-CSVRSN",11/18/2016
"LACEY-STRAWBERRY FRS","IN STOCK","12C3YXXX-CSFRST",11/18/2016
"LACEY-SUNSET RED","LOW","12C3YXXX-CSNRED",11/18/2016
"LACEY-T PLATINUM","IN STOCK","12C3YXXX-CTPLAT",11/18/2016
"LAUREN-DARK RUST","IN STOCK","127R3NXX-CDKRST",11/18/2016
"LEONA-16","IN STOCK","136N2XXX-C00016",11/18/2016
"LEONA-24","LOW","136N2XXX-C00024",11/18/2016
"LEONA-24B","LOW","136N2XXX-C0024B",11/18/2016
"LIBERTY-10","IN STOCK","15B3RTYX-C00010",11/18/2016
"LIBERTY-12","LOW","15B3RTYX-C00012",11/18/2016
"LIBERTY-130","LOW","15B3RTYX-C00130",11/18/2016
"LIBERTY-16","IN STOCK","15B3RTYX-C00016",11/18/2016
"LIBERTY-18","IN STOCK","15B3RTYX-C00018",11/18/2016
"LIBERTY-18/22","IN STOCK","15B3RTYX-C01822",11/18/2016
"LIBERTY-27","IN STOCK","15B3RTYX-C00027",11/18/2016
"LIBERTY-8","IN STOCK","15B3RTYX-C00008",11/18/2016
"LIBERTY-LT RUST","IN STOCK","15B3RTYX-CLTRST",11/18/2016
"LILY-10","IN STOCK","151YXXXX-C00010",11/18/2016
"LILY-101","IN STOCK","151YXXXX-C00101",11/18/2016
"LILY-102","IN STOCK","151YXXXX-C00102",11/18/2016
"LILY-12","IN STOCK","151YXXXX-C00012",11/18/2016
"LILY-12HL6","IN STOCK","151YXXXX-C12HL6",11/18/2016
"LILY-12S28","IN STOCK","151YXXXX-C12S28",11/18/2016
"LILY-14/24","IN STOCK","151YXXXX-C01424",11/18/2016
"LILY-14HL8","IN STOCK","151YXXXX-C14HL8",11/18/2016
"LILY-16/22","IN STOCK","151YXXXX-C01622",11/18/2016
"LILY-16HL10","IN STOCK","151YXXXX-C16H10",11/18/2016
"LILY-17/101","IN STOCK","151YXXXX-C17101",11/18/2016
"LILY-18/22","IN STOCK","151YXXXX-C01822",11/18/2016
"LILY-1B","IN STOCK","151YXXXX-C0001B",11/18/2016
"LILY-2","IN STOCK","151YXXXX-C00002",11/18/2016
"LILY-24BT18","IN STOCK","151YXXXX-C24B18",11/18/2016
"LILY-27","IN STOCK","151YXXXX-C00027",11/18/2016
"LILY-28","IN STOCK","151YXXXX-C00028",11/18/2016
"LILY-33","IN STOCK","151YXXXX-C00033",11/18/2016
"LILY-34","IN STOCK","151YXXXX-C00034",11/18/2016
"LILY-38","IN STOCK","151YXXXX-C00038",11/18/2016
"LILY-38S60B","IN STOCK","151YXXXX-C3860B",11/18/2016
"LILY-4","IN STOCK","151YXXXX-C00004",11/18/2016
"LILY-44","IN STOCK","151YXXXX-C00044",11/18/2016
"LILY-44S60","IN STOCK","151YXXXX-C44S60",11/18/2016
"LILY-48/101","IN STOCK","151YXXXX-C48101",11/18/2016
"LILY-48S60","IN STOCK","151YXXXX-C48S60",11/18/2016
"LILY-51","IN STOCK","151YXXXX-C00051",11/18/2016
"LILY-56","IN STOCK","151YXXXX-C00056",11/18/2016
"LILY-56/51/44","IN STOCK","151YXXXX-C56144",11/18/2016
"LILY-59","IN STOCK","151YXXXX-C00059",11/18/2016
"LILY-6","IN STOCK","151YXXXX-C00006",11/18/2016
"LILY-60","IN STOCK","151YXXXX-C00060",11/18/2016
"LILY-613HL24B","IN STOCK","151YXXXX-C61324",11/18/2016
"LILY-613HL27","IN STOCK","151YXXXX-C613H7",11/18/2016
"LILY-8","IN STOCK","151YXXXX-C00008",11/18/2016
"LILY-BLUSH","IN STOCK","151YXXXX-CBLUSH",11/18/2016
"LILY-CARAMEL KISS","IN STOCK","151YXXXX-CCAKSS",11/18/2016
"LILY-COCONUT CREAM","IN STOCK","151YXXXX-CCCREM",11/18/2016
"LILY-GINGER BROWN","IN STOCK","151YXXXX-CGGBRN",11/18/2016
"LILY-HONEY BLONDE","IN STOCK","151YXXXX-CHYBLD",11/18/2016
"LILY-KAHLUA","IN STOCK","151YXXXX-CKAHLA",11/18/2016
"LILY-MALIBU BLONDE","IN STOCK","151YXXXX-CMBLND",11/18/2016
"LILY-MINX","IN STOCK","151YXXXX-C00MNX",11/18/2016
"LILY-PEARL MIST","IN STOCK","151YXXXX-CPLMST",11/18/2016
"LILY-SAND STONE","IN STOCK","151YXXXX-CSDSTN",11/18/2016
"LILY-SILVERSTONE","IN STOCK","151YXXXX-CSVRSN",11/18/2016
"LILY-STRAWBERRY FRST","LOW","151YXXXX-CSFRST",11/18/2016
"LILY-SUNSET RED","IN STOCK","151YXXXX-CSNRED",11/18/2016
"LINDSEY-26T","IN STOCK","15NDS3YX-C0026T",11/18/2016
"LIZA-12HL6","IN STOCK","15Z2XXXX-C12HL6",11/18/2016
"LIZA-12S28","IN STOCK","15Z2XXXX-C12S28",11/18/2016
"LIZA-14HL8","IN STOCK","15Z2XXXX-C14HL8",11/18/2016
"LIZA-16S10","IN STOCK","15Z2XXXX-C16S10",11/18/2016
"LIZA-1B","IN STOCK","15Z2XXXX-C0001B",11/18/2016
"LIZA-2","IN STOCK","15Z2XXXX-C00002",11/18/2016
"LIZA-24BT18","LOW","15Z2XXXX-C24B18",11/18/2016
"LIZA-2832","IN STOCK","15Z2XXXX-C02832",11/18/2016
"LIZA-30","IN STOCK","15Z2XXXX-C00030",11/18/2016
"LIZA-38S60B","IN STOCK","15Z2XXXX-C3860B",11/18/2016
"LIZA-4","IN STOCK","15Z2XXXX-C00004",11/18/2016
"LIZA-4/8","IN STOCK","15Z2XXXX-C00418",11/18/2016
"LIZA-44S60","IN STOCK","15Z2XXXX-C44S60",11/18/2016
"LIZA-56/51/44","IN STOCK","15Z2XXXX-C56144",11/18/2016
"LIZA-6","IN STOCK","15Z2XXXX-C00006",11/18/2016
"LIZA-6/28","IN STOCK","15Z2XXXX-C00628",11/18/2016
"LIZA-60","IN STOCK","15Z2XXXX-C00060",11/18/2016
"LIZA-613BHL22","IN STOCK","15Z2XXXX-C61322",11/18/2016
"LIZA-BAMBOO","IN STOCK","15Z2XXXX-C0BAMB",11/18/2016
"LIZA-BLUSH","IN STOCK","15Z2XXXX-CBLUSH",11/18/2016
"LIZA-CARAMEL KISS","IN STOCK","15Z2XXXX-CCAKSS",11/18/2016
"LIZA-COCONUT CREAM","IN STOCK","15Z2XXXX-CCCREM",11/18/2016
"LIZA-DARK AUBURN","LOW","15Z2XXXX-CDKAUB",11/18/2016
"LIZA-GINGER BROWN","IN STOCK","15Z2XXXX-CGGBRN",11/18/2016
"LIZA-GOLD MIST","IN STOCK","15Z2XXXX-CGDMST",11/18/2016
"LIZA-HOT COCOA","IN STOCK","15Z2XXXX-CHTCCA",11/18/2016
"LIZA-ICED CHAMPAGNE","IN STOCK","15Z2XXXX-CCDHMP",11/18/2016
"LIZA-KAHLUA","IN STOCK","15Z2XXXX-CKAHLA",11/18/2016
"LIZA-MALIBU BLONDE","IN STOCK","15Z2XXXX-CMBLND",11/18/2016
"LIZA-MINX","LOW","15Z2XXXX-C00MNX",11/18/2016
"LIZA-SAFARI","IN STOCK","15Z2XXXX-CSAFAR",11/18/2016
"LIZA-SILVERSTONE","IN STOCK","15Z2XXXX-CSVRSN",11/18/2016
"LIZA-STRAWBRRY FROST","IN STOCK","15Z2XXXX-CSFRST",11/18/2016
"LIZA-SUNSET RED","IN STOCK","15Z2XXXX-CSNRED",11/18/2016
"LIZA-WINEBERRY","IN STOCK","15Z2XXXX-CWNBRY",11/18/2016
"LOGAN-1","IN STOCK","16G2NXXX-C00001",11/18/2016
"LOGAN-12HL6","IN STOCK","16G2NXXX-C12HL6",11/18/2016
"LOGAN-12S28","IN STOCK","16G2NXXX-C12S28",11/18/2016
"LOGAN-1B","IN STOCK","16G2NXXX-C0001B",11/18/2016
"LOGAN-2","IN STOCK","16G2NXXX-C00002",11/18/2016
"LOGAN-24BT18","IN STOCK","16G2NXXX-C24B18",11/18/2016
"LOGAN-26T12","IN STOCK","16G2NXXX-C26T12",11/18/2016
"LOGAN-2832","IN STOCK","16G2NXXX-C02832",11/18/2016
"LOGAN-38S60B","IN STOCK","16G2NXXX-C3860B",11/18/2016
"LOGAN-4","IN STOCK","16G2NXXX-C00004",11/18/2016
"LOGAN-44S60","IN STOCK","16G2NXXX-C44S60",11/18/2016
"LOGAN-48S60","IN STOCK","16G2NXXX-C48S60",11/18/2016
"LOGAN-6","IN STOCK","16G2NXXX-C00006",11/18/2016
"LOGAN-6/27","IN STOCK","16G2NXXX-C00627",11/18/2016
"LOGAN-6/28","IN STOCK","16G2NXXX-C00628",11/18/2016
"LOGAN-613/12BT","IN STOCK","16G2NXXX-C61312",11/18/2016
"LOGAN-613HL24B","IN STOCK","16G2NXXX-C61324",11/18/2016
"LOGAN-BAMBOO","IN STOCK","16G2NXXX-C0BAMB",11/18/2016
"LOGAN-CARAMEL KISS","IN STOCK","16G2NXXX-CCAKSS",11/18/2016
"LOGAN-CINNAMON","IN STOCK","16G2NXXX-CCNAMN",11/18/2016
"LOGAN-COCONUT CREAM","IN STOCK","16G2NXXX-CCCREM",11/18/2016
"LOGAN-COGNAC","IN STOCK","16G2NXXX-CCGNAC",11/18/2016
"LOGAN-DARK AUBURN","IN STOCK","16G2NXXX-CDKAUB",11/18/2016
"LOGAN-GINGER BROWN","IN STOCK","16G2NXXX-CGGBRN",11/18/2016
"LOGAN-GOLDEN BROWN","IN STOCK","16G2NXXX-CGDBRN",11/18/2016
"LOGAN-HOT COCOA","IN STOCK","16G2NXXX-CHTCCA",11/18/2016
"LOGAN-ICED CHAMPAGNE","IN STOCK","16G2NXXX-CCDHMP",11/18/2016
"LOGAN-KAHLUA","IN STOCK","16G2NXXX-CKAHLA",11/18/2016
"LOGAN-MALIBU BLONDE","IN STOCK","16G2NXXX-CMBLND",11/18/2016
"LOGAN-MERINGUE","IN STOCK","16G2NXXX-CMERNG",11/18/2016
"LOGAN-MINX","IN STOCK","16G2NXXX-C00MNX",11/18/2016
"LOGAN-PEARL MIST","IN STOCK","16G2NXXX-CPLMST",11/18/2016
"LOGAN-RTD BLONDE","IN STOCK","16G2NXXX-CRBLND",11/18/2016
"LOGAN-RTD MALIBU","IN STOCK","16G2NXXX-CRMALB",11/18/2016
"LOGAN-RTD PLATINUM","IN STOCK","16G2NXXX-CRPLAT",11/18/2016
"LOGAN-RTD SAND STONE","OUT","16G2NXXX-CRSNST",11/18/2016
"LOGAN-RTD VANILLA","IN STOCK","16G2NXXX-CRVANL",11/18/2016
"LOGAN-RUSSETT","IN STOCK","16G2NXXX-C0RSST",11/18/2016
"LOGAN-SAFARI","IN STOCK","16G2NXXX-CSAFAR",11/18/2016
"LOGAN-SAND STONE","IN STOCK","16G2NXXX-CSDSTN",11/18/2016
"LOGAN-SANGRIA","IN STOCK","16G2NXXX-CSNGRA",11/18/2016
"LOGAN-SILVERSTONE","IN STOCK","16G2NXXX-CSVRSN",11/18/2016
"LOGAN-STRWBRRY FRST","IN STOCK","16G2NXXX-CSFRST",11/18/2016
"LOGAN-SUNSET RED","IN STOCK","16G2NXXX-CSNRED",11/18/2016
"LOGAN-T PLATINUM","IN STOCK","16G2NXXX-CTPLAT",11/18/2016
"LOGAN-WARMTH","IN STOCK","16G2NXXX-CWRMTH",11/18/2016
"LOGAN-WINEBERRY","IN STOCK","16G2NXXX-CWNBRY",11/18/2016
"LONDON-12HL6","IN STOCK","16ND6NXX-C12HL6",11/18/2016
"LONDON-12S28","IN STOCK","16ND6NXX-C12S28",11/18/2016
"LONDON-1B","IN STOCK","16ND6NXX-C0001B",11/18/2016
"LONDON-2","LOW","16ND6NXX-C00002",11/18/2016
"LONDON-24BT18","IN STOCK","16ND6NXX-C24B18",11/18/2016
"LONDON-4","IN STOCK","16ND6NXX-C00004",11/18/2016
"LONDON-6","IN STOCK","16ND6NXX-C00006",11/18/2016
"LONDON-6/27","IN STOCK","16ND6NXX-C00627",11/18/2016
"LONDON-613/12BT","LOW","16ND6NXX-C61312",11/18/2016
"LONDON-BAMBOO","IN STOCK","16ND6NXX-C0BAMB",11/18/2016
"LONDON-BLUSH","IN STOCK","16ND6NXX-CBLUSH",11/18/2016
"LONDON-CARAMEL KISS","IN STOCK","16ND6NXX-CCAKSS",11/18/2016
"LONDON-COCONUT CREAM","IN STOCK","16ND6NXX-CCCREM",11/18/2016
"LONDON-DARK AUBURN","IN STOCK","16ND6NXX-CDKAUB",11/18/2016
"LONDON-GINGER BROWN","IN STOCK","16ND6NXX-CGGBRN",11/18/2016
"LONDON-GOLD MIST","LOW","16ND6NXX-CGDMST",11/18/2016
"LONDON-HOT COCOA","IN STOCK","16ND6NXX-CHTCCA",11/18/2016
"LONDON-ICED CHAMPAGN","IN STOCK","16ND6NXX-CCDHMP",11/18/2016
"LONDON-KAHLUA","IN STOCK","16ND6NXX-CKAHLA",11/18/2016
"LONDON-MALIBU BLONDE","IN STOCK","16ND6NXX-CMBLND",11/18/2016
"LONDON-MINX","LOW","16ND6NXX-C00MNX",11/18/2016
"LONDON-ROUGE","IN STOCK","16ND6NXX-C0RUGE",11/18/2016
"LONDON-RTD BLONDE","IN STOCK","16ND6NXX-CRBLND",11/18/2016
"LONDON-RTD MALIBU","IN STOCK","16ND6NXX-CRMALB",11/18/2016
"LONDON-RTD ROUGE","IN STOCK","16ND6NXX-CRRUGE",11/18/2016
"LONDON-SILVERSTONE","LOW","16ND6NXX-CSVRSN",11/18/2016
"LONDON-STRWBRRY FRST","IN STOCK","16ND6NXX-CSFRST",11/18/2016
"LONDON-SUNSET RED","IN STOCK","16ND6NXX-CSNRED",11/18/2016
"LONDON-T PLATINUM","IN STOCK","16ND6NXX-CTPLAT",11/18/2016
"LONDON-WINEBERRY","IN STOCK","16ND6NXX-CWNBRY",11/18/2016
"LULU-14","LOW","1717XXXX-C00014",11/18/2016
"LULU-14/24","IN STOCK","1717XXXX-C01424",11/18/2016
"LULU-16HL8","IN STOCK","1717XXXX-C16HL8",11/18/2016
"LULU-17/101","IN STOCK","1717XXXX-C17101",11/18/2016
"LULU-18","LOW","1717XXXX-C00018",11/18/2016
"LULU-24","IN STOCK","1717XXXX-C00024",11/18/2016
"LULU-24BHL27","IN STOCK","1717XXXX-C24B27",11/18/2016
"LULU-26","IN STOCK","1717XXXX-C00026",11/18/2016
"LULU-27/30","IN STOCK","1717XXXX-C02730",11/18/2016
"LULU-28","IN STOCK","1717XXXX-C00028",11/18/2016
"LULU-51","IN STOCK","1717XXXX-C00051",11/18/2016
"LULU-59","LOW","1717XXXX-C00059",11/18/2016
"LUNA-12HL6","IN STOCK","17N2XXXX-C12HL6",11/18/2016
"LUNA-12S28","IN STOCK","17N2XXXX-C12S28",11/18/2016
"LUNA-1B","IN STOCK","17N2XXXX-C0001B",11/18/2016
"LUNA-24BT18","IN STOCK","17N2XXXX-C24B18",11/18/2016
"LUNA-27T33B","IN STOCK","17N2XXXX-C2733B",11/18/2016
"LUNA-6","IN STOCK","17N2XXXX-C00006",11/18/2016
"LUNA-613HL24B","IN STOCK","17N2XXXX-C61324",11/18/2016
"LUNA-AMBER VELVET","IN STOCK","17N2XXXX-CAVLVT",11/18/2016
"LUNA-BLUSH","IN STOCK","17N2XXXX-CBLUSH",11/18/2016
"LUNA-BROWN","IN STOCK","17N2XXXX-C0BRWN",11/18/2016
"LUNA-BROWN SUGAR","IN STOCK","17N2XXXX-CBSUGR",11/18/2016
"LUNA-CARAMEL KISS","IN STOCK","17N2XXXX-CCAKSS",11/18/2016
"LUNA-CHERRY BROWN","IN STOCK","17N2XXXX-CCHBRN",11/18/2016
"LUNA-CINNAMON","IN STOCK","17N2XXXX-CCNAMN",11/18/2016
"LUNA-COCONUT CREAM","IN STOCK","17N2XXXX-CCCREM",11/18/2016
"LUNA-DARK AUBURN","IN STOCK","17N2XXXX-CDKAUB",11/18/2016
"LUNA-DARK BROWN","IN STOCK","17N2XXXX-CDKBRN",11/18/2016
"LUNA-GINGER BROWN","IN STOCK","17N2XXXX-CGGBRN",11/18/2016
"LUNA-HOT COCOA","IN STOCK","17N2XXXX-CHTCCA",11/18/2016
"LUNA-KAHLUA","IN STOCK","17N2XXXX-CKAHLA",11/18/2016
"LUNA-LIGHT AUBURN","IN STOCK","17N2XXXX-CLTAUB",11/18/2016
"LUNA-LIGHT CHOCOLATE","IN STOCK","17N2XXXX-CLTCHC",11/18/2016
"LUNA-MALIBU BLONDE","IN STOCK","17N2XXXX-CMBLND",11/18/2016
"LUNA-MEDIUM BROWN","IN STOCK","17N2XXXX-CMDBRN",11/18/2016
"LUNA-MERINGUE","IN STOCK","17N2XXXX-CMERNG",11/18/2016
"LUNA-MINX","IN STOCK","17N2XXXX-C00MNX",11/18/2016
"LUNA-SIENNA","IN STOCK","17N2XXXX-CSENNA",11/18/2016
"LUNA-SILVERSTONE","IN STOCK","17N2XXXX-CSVRSN",11/18/2016
"LUNA-SUNSET RED","IN STOCK","17N2XXXX-CSNRED",11/18/2016
"LUX-12HL6","IN STOCK","17XXXXXX-C12HL6",11/18/2016
"LUX-14/24","IN STOCK","17XXXXXX-C01424",11/18/2016
"LUX-16HL10","LOW","17XXXXXX-C16H10",11/18/2016
"LUX-22MB","IN STOCK","17XXXXXX-C022MB",11/18/2016
"LUX-24BT18","IN STOCK","17XXXXXX-C24B18",11/18/2016
"LUX-613HL24B","IN STOCK","17XXXXXX-C61324",11/18/2016
"LUX-613HL27","IN STOCK","17XXXXXX-C613H7",11/18/2016
"LUX-613T27","LOW","17XXXXXX-C613T7",11/18/2016
"LUX-BLUSH","IN STOCK","17XXXXXX-CBLUSH",11/18/2016
"LUX-CARAMEL KISS","IN STOCK","17XXXXXX-CCAKSS",11/18/2016
"LUX-CHERRY BROWN","IN STOCK","17XXXXXX-CCHBRN",11/18/2016
"LUX-CINNAMON","IN STOCK","17XXXXXX-CCNAMN",11/18/2016
"LUX-COCONUT CREAM","IN STOCK","17XXXXXX-CCCREM",11/18/2016
"LUX-GINGER BROWN","IN STOCK","17XXXXXX-CGGBRN",11/18/2016
"LUX-MALIBU BLONDE","IN STOCK","17XXXXXX-CMBLND",11/18/2016
"LUX-SIENNA","IN STOCK","17XXXXXX-CSENNA",11/18/2016
"LUX-SUNSET RED","IN STOCK","17XXXXXX-CSNRED",11/18/2016
"M-FALL-12","LOW","MF211XXX-C00012",11/18/2016
"M-FALL-12HL6","LOW","MF211XXX-C12HL6",11/18/2016
"M-FALL-130","IN STOCK","MF211XXX-C00130",11/18/2016
"M-FALL-16","LOW","MF211XXX-C00016",11/18/2016
"M-FALL-16HL8","IN STOCK","MF211XXX-C16HL8",11/18/2016
"M-FALL-18","IN STOCK","MF211XXX-C00018",11/18/2016
"M-FALL-18/22","IN STOCK","MF211XXX-C01822",11/18/2016
"M-FALL-1B","LOW","MF211XXX-C0001B",11/18/2016
"M-FALL-24","IN STOCK","MF211XXX-C00024",11/18/2016
"M-FALL-28","IN STOCK","MF211XXX-C00028",11/18/2016
"M-FALL-30","IN STOCK","MF211XXX-C00030",11/18/2016
"M-FALL-33","LOW","MF211XXX-C00033",11/18/2016
"M-FALL-613","IN STOCK","MF211XXX-C00613",11/18/2016
"M-FALL-613HL24B","IN STOCK","MF211XXX-C61324",11/18/2016
"M-FALL-613HL27","IN STOCK","MF211XXX-C613H7",11/18/2016
"MABEL-101","IN STOCK","M2B31XXX-C00101",11/18/2016
"MABEL-102","IN STOCK","M2B31XXX-C00102",11/18/2016
"MABEL-12","OUT","M2B31XXX-C00012",11/18/2016
"MABEL-12S28","IN STOCK","M2B31XXX-C12S28",11/18/2016
"MABEL-14/24","IN STOCK","M2B31XXX-C01424",11/18/2016
"MABEL-14HL8","IN STOCK","M2B31XXX-C14HL8",11/18/2016
"MABEL-16/22","IN STOCK","M2B31XXX-C01622",11/18/2016
"MABEL-18/22","OUT","M2B31XXX-C01822",11/18/2016
"MABEL-1B","IN STOCK","M2B31XXX-C0001B",11/18/2016
"MABEL-2","OUT","M2B31XXX-C00002",11/18/2016
"MABEL-24BT18","IN STOCK","M2B31XXX-C24B18",11/18/2016
"MABEL-2832","IN STOCK","M2B31XXX-C02832",11/18/2016
"MABEL-34","IN STOCK","M2B31XXX-C00034",11/18/2016
"MABEL-38","OUT","M2B31XXX-C00038",11/18/2016
"MABEL-38S60B","OUT","M2B31XXX-C3860B",11/18/2016
"MABEL-4","IN STOCK","M2B31XXX-C00004",11/18/2016
"MABEL-44","IN STOCK","M2B31XXX-C00044",11/18/2016
"MABEL-44S60","LOW","M2B31XXX-C44S60",11/18/2016
"MABEL-48","LOW","M2B31XXX-C00048",11/18/2016
"MABEL-48S60","IN STOCK","M2B31XXX-C48S60",11/18/2016
"MABEL-56","LOW","M2B31XXX-C00056",11/18/2016
"MABEL-56/51","IN STOCK","M2B31XXX-C05651",11/18/2016
"MABEL-56/51/44","IN STOCK","M2B31XXX-C56144",11/18/2016
"MABEL-59","IN STOCK","M2B31XXX-C00059",11/18/2016
"MABEL-6","IN STOCK","M2B31XXX-C00006",11/18/2016
"MABEL-60","LOW","M2B31XXX-C00060",11/18/2016
"MABEL-8","LOW","M2B31XXX-C00008",11/18/2016
"MABEL-BLUSH","IN STOCK","M2B31XXX-CBLUSH",11/18/2016
"MABEL-CARAMEL KISS","IN STOCK","M2B31XXX-CCAKSS",11/18/2016
"MABEL-COCONUT CREAM","IN STOCK","M2B31XXX-CCCREM",11/18/2016
"MABEL-DARK AUBURN","IN STOCK","M2B31XXX-CDKAUB",11/18/2016
"MABEL-GINGER BROWN","IN STOCK","M2B31XXX-CGGBRN",11/18/2016
"MABEL-HOT COCOA","IN STOCK","M2B31XXX-CHTCCA",11/18/2016
"MABEL-ICED CHAMPAGNE","IN STOCK","M2B31XXX-CCDHMP",11/18/2016
"MABEL-MALIBU BLONDE","IN STOCK","M2B31XXX-CMBLND",11/18/2016
"MABEL-MINX","IN STOCK","M2B31XXX-C00MNX",11/18/2016
"MABEL-SILVERSTONE","IN STOCK","M2B31XXX-CSVRSN",11/18/2016
"MABEL-SUNSET RED","IN STOCK","M2B31XXX-CSNRED",11/18/2016
"MABEL-WARMTH","IN STOCK","M2B31XXX-CWRMTH",11/18/2016
"MADRID-131","IN STOCK","M2DR5DXX-C00131",11/18/2016
"MADRID-16HL10","LOW","M2DR5DXX-C16H10",11/18/2016
"MADRID-24BT18","IN STOCK","M2DR5DXX-C24B18",11/18/2016
"MADRID-26T8","IN STOCK","M2DR5DXX-C026T8",11/18/2016
"MADRID-27T33B","LOW","M2DR5DXX-C2733B",11/18/2016
"MADRID-28","LOW","M2DR5DXX-C00028",11/18/2016
"MADRID-30","IN STOCK","M2DR5DXX-C00030",11/18/2016
"MAMBO-12S28","IN STOCK","M2MB6XXX-C12S28",11/18/2016
"MAMBO-1B","IN STOCK","M2MB6XXX-C0001B",11/18/2016
"MAMBO-2","IN STOCK","M2MB6XXX-C00002",11/18/2016
"MAMBO-24BT18","IN STOCK","M2MB6XXX-C24B18",11/18/2016
"MAMBO-6/27","IN STOCK","M2MB6XXX-C00627",11/18/2016
"MAMBO-613/12BT","IN STOCK","M2MB6XXX-C61312",11/18/2016
"MAMBO-613BHL22","IN STOCK","M2MB6XXX-C61322",11/18/2016
"MAMBO-BAMBOO","IN STOCK","M2MB6XXX-C0BAMB",11/18/2016
"MAMBO-BLUSH","IN STOCK","M2MB6XXX-CBLUSH",11/18/2016
"MAMBO-BUTTERSCOTCH","IN STOCK","M2MB6XXX-CBSTCH",11/18/2016
"MAMBO-CARAMEL KISS","OUT","M2MB6XXX-CCAKSS",11/18/2016
"MAMBO-COCONUT CREAM","IN STOCK","M2MB6XXX-CCCREM",11/18/2016
"MAMBO-COGNAC","IN STOCK","M2MB6XXX-CCGNAC",11/18/2016
"MAMBO-DARK AUBURN","IN STOCK","M2MB6XXX-CDKAUB",11/18/2016
"MAMBO-DARK BROWN","IN STOCK","M2MB6XXX-CDKBRN",11/18/2016
"MAMBO-GINGER BROWN","IN STOCK","M2MB6XXX-CGGBRN",11/18/2016
"MAMBO-GOLD MIST","IN STOCK","M2MB6XXX-CGDMST",11/18/2016
"MAMBO-HOT COCOA","IN STOCK","M2MB6XXX-CHTCCA",11/18/2016
"MAMBO-ICED CHAMPAGNE","IN STOCK","M2MB6XXX-CCDHMP",11/18/2016
"MAMBO-KAHLUA","IN STOCK","M2MB6XXX-CKAHLA",11/18/2016
"MAMBO-MALIBU BLONDE","IN STOCK","M2MB6XXX-CMBLND",11/18/2016
"MAMBO-MEDIUM BROWN","IN STOCK","M2MB6XXX-CMDBRN",11/18/2016
"MAMBO-MERINGUE","IN STOCK","M2MB6XXX-CMERNG",11/18/2016
"MAMBO-ROUGE","LOW","M2MB6XXX-C0RUGE",11/18/2016
"MAMBO-RTD BLONDE","IN STOCK","M2MB6XXX-CRBLND",11/18/2016
"MAMBO-RTD FIRE","IN STOCK","M2MB6XXX-CR0FRE",11/18/2016
"MAMBO-RTD MALIBU","IN STOCK","M2MB6XXX-CRMALB",11/18/2016
"MAMBO-RTD VANILLA","IN STOCK","M2MB6XXX-CRVANL",11/18/2016
"MAMBO-SILVERSTONE","IN STOCK","M2MB6XXX-CSVRSN",11/18/2016
"MAMBO-STRAWBRRY FRST","IN STOCK","M2MB6XXX-CSFRST",11/18/2016
"MAMBO-SUNSET RED","OUT","M2MB6XXX-CSNRED",11/18/2016
"MAMBO-TANGELO","OUT","M2MB6XXX-CTANGL",11/18/2016
"MAMBO-WARMTH","IN STOCK","M2MB6XXX-CWRMTH",11/18/2016
"MAMBO-WINEBERRY","IN STOCK","M2MB6XXX-CWNBRY",11/18/2016
"MANHATTAN-101","IN STOCK","M2NH2TT2-C00101",11/18/2016
"MANHATTAN-12","IN STOCK","M2NH2TT2-C00012",11/18/2016
